Tanimoto_top_1_0.99% 	 0.87165 	 0.00877 	 0.91281 	 0.00655 	 0.7446 	 0.02218 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.8741 	 0.0155 	 0.91512 	 0.01036 	 0.75351 	 0.03513 	 0.4 
Dice_top_2_0.99% 	 0.88034 	 0.01205 	 0.91854 	 0.00795 	 0.76267 	 0.02185 	 0.35 
Dice_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tversky_top_1_0.99% 	 0.88337 	 0.02108 	 0.91627 	 0.01277 	 0.74556 	 0.03593 	 0.35 
Tversky_top_2_0.99% 	 0.89152 	 0.01859 	 0.92128 	 0.01234 	 0.7598 	 0.03778 	 0.3 
Tversky_top_3_0.99% 	 0.88191 	 0.01276 	 0.91779 	 0.00803 	 0.75085 	 0.02453 	 0.3 
Tanimoto_top_1_0.99% 	 0.87165 	 0.00877 	 0.91281 	 0.00655 	 0.7446 	 0.02218 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.8741 	 0.0155 	 0.91512 	 0.01036 	 0.75351 	 0.03513 	 0.4 
Dice_top_2_0.99% 	 0.88034 	 0.01205 	 0.91854 	 0.00795 	 0.76267 	 0.02185 	 0.35 
Dice_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tversky_top_1_0.99% 	 0.88337 	 0.02108 	 0.91627 	 0.01277 	 0.74556 	 0.03593 	 0.35 
Tversky_top_2_0.99% 	 0.89152 	 0.01859 	 0.92128 	 0.01234 	 0.7598 	 0.03778 	 0.3 
Tversky_top_3_0.99% 	 0.88191 	 0.01276 	 0.91779 	 0.00803 	 0.75085 	 0.02453 	 0.3 
Tanimoto_top_1_0.99% 	 0.87165 	 0.00877 	 0.91281 	 0.00655 	 0.7446 	 0.02218 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.8741 	 0.0155 	 0.91512 	 0.01036 	 0.75351 	 0.03513 	 0.4 
Dice_top_2_0.99% 	 0.88034 	 0.01205 	 0.91854 	 0.00795 	 0.76267 	 0.02185 	 0.35 
Dice_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tversky_top_1_0.99% 	 0.88337 	 0.02108 	 0.91627 	 0.01277 	 0.74556 	 0.03593 	 0.35 
Tversky_top_2_0.99% 	 0.89152 	 0.01859 	 0.92128 	 0.01234 	 0.7598 	 0.03778 	 0.3 
Tversky_top_3_0.99% 	 0.88191 	 0.01276 	 0.91779 	 0.00803 	 0.75085 	 0.02453 	 0.3 
Tanimoto_top_1_0.99% 	 0.87165 	 0.00877 	 0.91281 	 0.00655 	 0.7446 	 0.02218 	 0.3 
Tanimoto_top_2_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tanimoto_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Dice_top_1_0.99% 	 0.8741 	 0.0155 	 0.91512 	 0.01036 	 0.75351 	 0.03513 	 0.4 
Dice_top_2_0.99% 	 0.88034 	 0.01205 	 0.91854 	 0.00795 	 0.76267 	 0.02185 	 0.35 
Dice_top_3_0.99% 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 	 NA 
Tversky_top_1_0.99% 	 0.88337 	 0.02108 	 0.91627 	 0.01277 	 0.74556 	 0.03593 	 0.35 
Tversky_top_2_0.99% 	 0.89152 	 0.01859 	 0.92128 	 0.01234 	 0.7598 	 0.03778 	 0.3 
Tversky_top_3_0.99% 	 0.88191 	 0.01276 	 0.91779 	 0.00803 	 0.75085 	 0.02453 	 0.3 
